Cell_ID,KMeans_Cluster,DBSCAN_Cluster,UMAP1,UMAP2
0,0,-1,9.023099,8.134466
1,0,-1,8.661571,8.894665
2,0,-1,9.671163,7.789535
3,0,-1,10.1036625,8.512948
4,0,-1,8.174852,4.8982778
5,0,-1,8.758764,8.791954
6,0,-1,10.339252,8.048888
7,0,-1,9.145951,9.539128
8,0,-1,7.087656,9.609736
9,0,-1,9.5073185,7.9610357
10,0,-1,8.854106,8.516662
11,0,-1,10.015187,8.690705
12,0,-1,9.679073,7.9322495
13,0,-1,8.676896,9.262089
14,0,-1,9.158935,8.01354
15,0,-1,8.893112,9.313317
16,0,-1,9.000184,9.443658
17,0,-1,8.612825,9.0081625
18,0,-1,8.287313,8.296338
19,0,-1,9.470661,8.048772
20,0,-1,8.953556,9.156377
21,0,-1,9.604083,2.8514442
22,0,-1,8.697816,9.050851
23,0,-1,8.946719,9.341494
24,0,-1,8.807374,9.204052
25,0,-1,8.013308,9.616025
26,0,-1,7.2133865,7.043247
27,0,-1,8.797591,9.0163355
28,0,-1,9.51478,8.742442
29,0,-1,8.613012,8.974387
30,0,-1,9.657017,7.972963
31,0,-1,9.036261,9.43385
32,0,-1,10.041059,9.176359
33,0,-1,9.663184,7.839883
34,0,-1,9.420404,7.859929
35,0,-1,9.98502,8.746761
36,0,-1,9.143746,9.544843
37,0,-1,8.995739,8.193939
38,0,-1,10.116097,8.559362
39,0,-1,9.2432165,9.551772
40,0,-1,7.4157133,10.095341
41,0,-1,8.648824,8.454993
42,0,-1,9.5491295,7.9462404
43,0,-1,9.015616,9.40685
44,0,-1,9.008279,9.018688
45,0,-1,7.6938243,9.72818
46,0,-1,9.328527,7.868886
47,1,-1,9.616662,3.0473623
48,0,-1,6.9119163,7.242729
49,0,-1,9.035068,8.368588
50,0,-1,8.880338,9.245631
51,0,-1,9.034767,8.445352
52,0,-1,6.523171,9.488298
53,0,-1,3.8444927,7.7510414
54,0,-1,8.773296,8.726892
55,0,-1,9.644103,7.798007
56,0,-1,9.176557,7.8488746
57,0,-1,8.840448,7.98195
58,0,-1,10.348098,8.06344
59,0,-1,9.9128685,3.4489443
60,0,-1,8.543002,8.999315
61,0,-1,8.682222,8.587435
62,0,-1,7.862946,4.312477
63,0,-1,9.621287,7.8229184
64,0,-1,8.343589,8.618105
65,0,-1,8.271121,7.1356535
66,4,-1,3.8784003,7.181193
67,1,-1,-0.17756818,7.2984133
68,3,-1,10.84843,-1.5749481
69,0,-1,9.881425,8.401394
70,0,-1,8.737662,9.120402
71,0,-1,8.746761,8.357946
72,0,-1,8.725122,8.372262
73,0,-1,9.381022,9.5196905
74,0,-1,7.073728,7.013536
75,0,-1,9.826365,9.2174015
76,0,-1,8.9582615,9.520904
77,0,-1,8.147265,8.639131
78,0,-1,8.847286,9.191215
79,0,-1,6.0384684,9.711189
80,3,-1,10.910802,-1.599946
81,0,-1,6.094629,9.857623
82,0,-1,9.413337,9.388775
83,0,-1,9.872925,8.189395
84,0,-1,8.518494,8.608412
85,0,-1,9.592492,8.274774
86,0,-1,8.861913,9.124262
87,0,-1,9.842045,8.543782
88,0,-1,9.550026,7.892778
89,0,-1,9.0168,9.161469
90,0,-1,8.892987,8.356296
91,0,-1,7.856422,4.353593
92,0,-1,9.503225,7.984794
93,0,-1,10.066248,9.175578
94,0,-1,9.048975,9.296907
95,2,-1,8.781664,-3.557726
96,3,-1,10.37344,-2.0413918
97,3,-1,10.298712,-2.1711402
98,3,-1,10.509161,-2.0457406
99,1,-1,8.9328,2.707627
100,3,-1,10.398517,-1.2600121
101,1,-1,11.135164,-1.5913038
102,1,-1,8.68081,2.8703146
103,3,-1,10.188444,-0.8916837
104,0,-1,8.947254,9.4627495
105,1,-1,8.772072,2.7571926
106,1,-1,8.965606,2.7013187
107,3,-1,10.982602,-1.6442215
108,3,-1,10.557301,-1.5394218
109,1,-1,8.759308,2.8514109
110,1,-1,8.066085,2.3009613
111,3,-1,10.476316,-2.0885344
112,3,-1,10.997653,-1.6805298
113,3,-1,10.765358,-1.2967603
114,1,-1,9.586414,2.7433128
115,3,-1,10.889985,-1.5812199
116,1,-1,8.825826,2.6842544
117,3,-1,9.953253,-0.31133232
118,3,-1,9.771769,-2.7065015
119,3,-1,10.8487,-1.3919308
120,3,-1,10.188922,-1.9586943
121,3,-1,10.107685,-2.2864144
122,3,-1,9.973677,-2.546335
123,3,-1,11.155838,-1.6029371
124,3,-1,11.024531,-1.6308625
125,3,-1,11.138138,-1.6092561
126,3,-1,10.943634,-1.6611866
127,3,-1,10.765708,-1.605305
128,3,-1,10.831894,-1.7924788
129,0,-1,8.337975,8.623712
130,1,-1,10.031376,3.14719
131,3,-1,10.458876,-2.1754756
132,3,-1,8.692792,-3.253151
133,1,-1,8.563191,1.775354
134,3,-1,9.721274,-0.83769566
135,3,-1,10.898103,-1.2577666
136,3,-1,10.869479,-0.6122346
137,3,-1,10.740065,-1.3305506
138,3,-1,11.162462,-1.6075749
139,3,-1,10.97479,-1.614431
140,3,-1,10.153376,-2.780796
141,1,-1,8.693953,0.8034832
142,3,-1,10.222866,-1.6880527
143,3,-1,10.46798,-2.073558
144,3,-1,10.294486,-2.7969172
145,3,-1,9.718802,-0.8813131
146,3,-1,10.920302,-1.1836599
147,3,-1,10.8228245,-0.5198542
148,3,-1,10.691684,-1.6175739
149,1,-1,8.173837,2.1913362
150,1,-1,8.41034,2.3831246
151,1,-1,9.06914,2.6705604
152,3,-1,10.917718,-1.6709075
153,3,-1,11.111283,-1.5887847
154,3,-1,10.824308,-1.6807407
155,1,-1,8.7356205,2.8387802
156,3,-1,10.9538765,-1.6371002
157,1,-1,9.072387,2.7448826
158,3,-1,10.358762,-2.4028904
159,3,-1,8.668927,3.31518
160,1,-1,9.017093,2.74595
161,3,-1,8.792615,-2.7083712
162,3,-1,9.051234,-2.1279685
163,3,-1,8.8845825,-2.8053496
164,3,-1,8.803533,-3.2839155
165,3,-1,8.829628,0.3696227
166,3,-1,8.853844,-3.0772932
167,3,-1,9.656079,-1.0105336
168,3,-1,9.28259,-2.8120575
169,3,-1,9.706636,-0.39897314
170,4,-1,7.859329,4.387583
171,3,-1,9.524391,-2.3826926
172,3,-1,9.082712,-2.7916424
173,3,-1,8.333052,-2.5647511
174,3,-1,9.095356,-2.7989619
175,1,-1,8.161575,1.9853363
176,3,-1,8.514696,-3.2808638
177,3,-1,8.892277,-2.7318802
178,3,-1,8.949049,-3.0236616
179,3,-1,10.968401,-1.6027615
180,3,-1,8.980085,-3.0436187
181,3,-1,9.003242,-2.8504179
182,3,-1,9.281862,-2.8300865
183,3,-1,9.102922,-2.7778497
184,3,-1,9.028606,-2.9343896
185,3,-1,9.366145,-3.0020344
186,3,-1,9.392271,-2.504313
187,3,-1,8.504146,-3.182615
188,3,-1,8.470891,-2.5305898
189,3,-1,8.785495,-2.3590117
190,3,-1,9.358687,-2.0085402
191,3,-1,8.409101,-2.7963407
192,3,-1,4.6850357,6.2487574
193,3,-1,8.272713,-1.551169
194,3,-1,8.655893,-3.424604
195,3,-1,9.013853,-3.371912
196,3,-1,8.759268,-3.3876977
197,3,-1,8.548442,-3.3464336
198,3,-1,9.185467,-2.1760375
199,1,-1,8.270587,2.1998875
200,3,-1,9.28276,-3.089812
201,3,-1,8.547987,-3.2058182
202,3,-1,8.85515,-2.5189779
203,3,-1,8.51999,-2.3889556
204,3,-1,8.44918,-3.30255
205,3,-1,8.677255,-3.468163
206,3,-1,8.82634,-2.7582557
207,3,-1,8.684698,-3.106678
208,3,-1,8.354583,-2.774162
209,3,-1,8.675802,-3.4420326
210,3,-1,9.003967,-2.8685303
211,3,-1,8.370313,-1.3763015
212,3,-1,8.391647,-3.037135
213,3,-1,9.244537,-2.7807145
214,3,-1,8.672257,-2.674132
215,3,-1,8.352546,-2.7635672
216,2,-1,8.719762,-3.5246542
217,3,-1,8.339353,-3.0616107
218,3,-1,8.947143,-3.3953724
219,3,-1,8.816576,-2.3811097
220,3,-1,8.836303,-3.0204842
221,3,-1,8.852185,-2.7508454
222,3,-1,8.705001,-3.393751
223,3,-1,8.702132,-2.6076787
224,3,-1,8.572231,-3.3435187
225,3,-1,8.807942,-3.1137755
226,3,-1,8.660168,-3.2727213
227,3,-1,9.325261,-3.0247593
228,3,-1,8.9133415,-2.7329438
229,3,-1,8.376853,-3.0183597
230,3,-1,8.627708,-3.2578738
231,3,-1,8.774248,-3.22318
232,3,-1,9.364055,-2.7364902
233,3,-1,8.64334,-3.5040448
234,3,-1,8.40754,-3.1154032
235,3,-1,8.576306,-3.2998555
236,1,-1,10.107348,3.1939065
237,3,-1,8.82222,-3.4760108
238,3,-1,8.591041,-3.3585804
239,3,-1,8.283735,-2.704542
240,3,-1,9.727347,-3.0388143
241,3,-1,8.708994,-3.2811682
242,3,-1,8.288042,-1.4684182
243,3,-1,8.339761,-2.7866962
244,3,-1,8.791534,-3.339238
245,3,-1,8.461598,-3.2204509
246,3,-1,8.874012,-3.211808
247,3,-1,8.774074,-2.8960845
248,3,-1,8.803698,-3.5349724
249,3,-1,8.396153,-1.3096033
250,3,-1,8.417338,-1.199634
251,3,-1,8.437137,-1.5927478
252,3,-1,8.399878,-3.2235835
253,3,-1,8.822518,7.7609773
254,3,-1,8.786514,-3.335352
255,3,-1,9.097315,-3.1339903
256,3,-1,8.569143,-3.1451743
257,3,-1,8.72138,-3.2532449
258,3,-1,8.749189,-3.4456036
259,3,-1,8.317996,-3.207807
260,3,-1,8.77603,-3.2207253
261,3,-1,9.210774,-2.77335
262,3,-1,8.702874,-2.9656363
263,3,-1,8.916284,-2.840064
264,3,-1,8.635306,-3.4033115
265,3,-1,8.818494,-3.5004435
266,3,-1,8.977854,-3.5015023
267,3,-1,9.077671,-2.9850028
268,3,-1,8.490953,-2.622321
269,3,-1,8.31252,-2.8200314
270,3,-1,8.77955,-3.0437129
271,4,-1,3.7226825,6.507765
272,4,-1,4.129309,6.716087
273,4,-1,3.8855166,6.713525
274,4,-1,3.6903796,6.668814
275,1,-1,0.092386544,7.4315286
276,1,-1,-0.13115871,7.3173566
277,0,-1,9.356697,9.434404
278,0,-1,8.175792,12.131147
279,4,-1,3.965983,7.1866684
280,0,-1,8.02789,11.744816
281,4,-1,3.7117925,6.645849
282,0,-1,9.017812,9.433087
283,0,-1,9.259512,9.540219
284,0,-1,9.108606,9.518196
285,4,-1,3.4497404,6.879288
286,4,-1,4.1596036,6.871901
287,4,-1,3.7430546,6.8371534
288,4,-1,3.7506258,6.8617067
289,1,-1,-0.16056356,7.291318
290,0,-1,8.990823,9.302682
291,0,-1,8.016601,12.00194
292,0,-1,6.666179,10.5092535
293,4,-1,4.1553836,6.542474
294,4,-1,4.0597186,6.770479
295,1,-1,-0.1821098,7.272273
296,4,-1,4.325899,6.7698045
297,4,-1,3.6280909,6.5748167
298,0,-1,8.104218,11.954311
299,4,-1,4.2638555,6.812214
300,4,-1,4.153316,7.137325
301,0,-1,9.226355,9.606597
302,4,-1,4.2572165,6.698035
303,4,-1,3.88039,6.762223
304,0,-1,8.040146,12.023055
305,0,-1,8.204987,12.298853
306,4,-1,4.536449,7.1861815
307,4,-1,3.4936159,6.7349243
308,0,-1,9.161248,9.543107
309,4,-1,4.1969357,7.4178314
310,4,-1,3.6394703,6.7011957
311,4,-1,3.5848765,6.6938934
312,4,-1,4.152675,7.173462
313,0,-1,8.117583,12.013966
314,3,-1,8.986234,-3.0397468
315,4,-1,3.8377814,6.8518996
316,4,-1,3.7620316,6.5042267
317,0,-1,9.337087,8.10638
318,0,-1,9.259814,8.289055
319,0,-1,9.826241,8.199391
320,0,-1,8.917732,9.533365
321,0,-1,7.784072,9.829395
322,0,-1,9.953266,8.364215
323,0,-1,9.92326,9.270075
324,0,-1,8.014812,3.8711686
325,0,-1,7.777029,9.94549
326,0,-1,8.704608,9.258541
327,0,-1,9.307662,8.395195
328,0,-1,5.972948,10.2760725
329,0,-1,9.409776,9.08381
330,0,-1,9.388714,8.559966
331,0,-1,8.641843,9.294973
332,0,-1,9.554136,7.9655685
333,0,-1,10.140803,8.477644
334,0,-1,9.523077,9.24164
335,0,-1,8.940834,9.295399
336,0,-1,9.7892275,9.12661
337,0,-1,9.68358,8.914998
338,0,-1,9.185664,9.397826
339,0,-1,9.467628,8.398837
340,0,-1,8.885713,9.192259
341,4,-1,4.6428766,7.1909876
342,0,-1,9.872515,8.154313
343,0,-1,9.069202,9.467315
344,0,-1,10.015052,9.171396
345,0,-1,9.802848,8.038652
346,1,-1,-0.21464038,7.3029766
347,0,-1,9.357063,8.661047
348,0,-1,9.113008,9.469589
349,0,-1,10.034477,9.0898075
350,0,-1,8.895001,8.243358
351,0,-1,7.3055224,7.135575
352,0,-1,9.220124,9.214222
353,0,-1,9.515579,9.170767
354,0,-1,9.714821,8.999664
355,0,-1,9.977276,9.131622
356,0,-1,9.692275,8.943889
357,0,-1,9.961962,8.612963
358,0,-1,8.990846,8.469267
359,0,-1,9.046743,8.850831
360,0,-1,9.330464,9.516103
361,3,-1,8.547224,-0.9792241
362,0,-1,10.097939,8.546959
363,0,-1,9.76577,9.216379
364,3,-1,9.634556,0.11177095
365,0,-1,10.1709585,8.60462
366,0,-1,9.65914,7.8446274
367,0,-1,9.811324,8.154815
368,0,-1,9.757117,9.128457
369,4,-1,4.2553077,7.1457806
370,0,-1,9.63956,9.073408
371,0,-1,9.079024,8.351579
372,0,-1,8.776725,8.456572
373,0,-1,7.5329065,10.035366
374,0,-1,10.09659,8.425254
375,0,-1,7.6302595,9.917283
376,0,-1,9.757622,8.904009
377,4,-1,3.3794608,6.7110577
378,0,-1,9.081164,8.223128
379,0,-1,9.849744,8.112503
380,0,-1,9.435994,8.687349
381,0,-1,9.77471,8.656236
382,0,-1,10.128072,8.537531
383,0,-1,9.766643,9.113726
384,0,-1,9.870719,9.351148
385,0,-1,7.906742,4.480601
386,0,-1,8.75229,8.842395
387,0,-1,9.496032,8.657456
388,0,-1,9.693535,9.3205185
389,0,-1,9.8495035,9.092565
390,4,-1,7.8625035,4.368684
391,0,-1,9.947986,9.166087
392,0,-1,9.2907295,8.74077
393,0,-1,9.9134445,9.107264
394,1,-1,10.150128,3.0254674
395,4,-1,4.610539,7.008675
396,0,-1,8.82276,8.523886
397,0,-1,9.691106,7.868923
398,0,-1,8.8384075,9.200946
399,0,-1,10.190039,8.466526
400,0,-1,9.331866,8.74224
401,0,-1,9.828585,9.002362
402,0,-1,9.564219,8.916615
403,0,-1,9.797239,8.800907
404,0,-1,10.127631,8.818644
405,4,-1,3.9268072,6.750929
406,0,-1,9.908055,9.250022
407,0,-1,9.042989,8.000449
408,0,-1,9.524381,9.288149
409,0,-1,9.13692,9.303432
410,0,-1,9.032092,9.270148
411,0,-1,9.237684,8.855386
412,0,-1,9.461605,8.765615
413,4,-1,4.355783,6.926347
414,0,-1,9.953706,8.821625
415,0,-1,9.685331,7.8081746
416,0,-1,9.50922,8.3748255
417,0,-1,9.808142,8.480203
418,0,-1,8.648915,8.727524
419,4,-1,4.549712,7.1067567
420,0,-1,9.670466,8.254545
421,0,-1,9.600073,7.9553127
422,0,-1,5.5443454,10.049176
423,0,-1,9.474714,8.996764
424,0,-1,6.563363,10.451806
425,0,-1,9.800582,9.011393
426,0,-1,9.247278,8.231021
427,0,-1,9.623942,8.316832
428,0,-1,10.071733,8.263941
429,0,-1,9.574802,8.500522
430,0,-1,9.670486,8.923635
431,4,-1,4.553452,7.499864
432,0,-1,10.038054,8.428396
433,0,-1,9.816776,9.214036
434,0,-1,7.9092574,4.4567995
435,0,-1,9.9146805,8.274514
436,0,-1,10.208248,8.700988
437,0,-1,9.201865,9.067446
438,0,-1,9.346537,9.5457535
439,0,-1,8.533491,8.752167
440,0,-1,9.369565,8.582755
441,0,-1,9.451846,9.495954
442,0,-1,9.554515,9.149067
443,0,-1,9.705796,8.57873
444,0,-1,9.884347,9.179894
445,0,-1,9.741731,9.0795145
446,0,-1,9.9796715,8.349258
447,0,-1,8.752279,8.069444
448,0,-1,9.93461,8.22737
449,0,-1,9.9698925,8.326799
450,0,-1,8.861884,8.301941
451,4,-1,4.2902055,6.8021846
452,0,-1,10.005969,9.264301
453,0,-1,9.13731,8.454024
454,0,-1,10.030539,8.982212
455,0,-1,7.5804467,10.083507
456,0,-1,9.792322,8.074638
457,0,-1,9.148543,8.459937
458,0,-1,9.417659,7.7904005
459,4,-1,3.746448,6.588316
460,0,-1,9.695873,9.101896
461,0,-1,8.916154,8.519401
462,0,-1,9.221084,8.840669
463,0,-1,9.12381,8.10937
464,4,-1,4.373363,7.2880025
465,0,-1,8.256445,8.901485
466,0,-1,9.721564,9.382718
467,0,-1,9.24819,8.5277405
468,0,-1,9.625397,8.85412
469,0,-1,9.267477,8.495961
470,0,-1,10.127895,8.558744
471,0,-1,9.688755,7.9209547
472,0,-1,9.51487,8.711101
473,4,-1,3.9687195,6.5350537
474,0,-1,10.1542845,8.481022
475,4,-1,3.9899895,6.873764
476,0,-1,9.883625,8.612554
477,0,-1,9.379475,9.316827
478,0,-1,10.1443205,8.467936
479,0,-1,9.886715,8.421892
480,0,-1,10.115139,8.893451
481,0,-1,9.577577,8.450049
482,0,-1,9.024257,8.260003
483,4,-1,4.303304,6.725674
484,4,-1,3.8191273,6.7096295
485,4,-1,4.233332,6.9469624
486,4,-1,3.3059704,6.7737117
487,3,-1,8.955805,-2.4601808
488,4,-1,4.124335,7.3291388
489,4,-1,4.639285,6.4873557
490,4,-1,3.7487993,6.6146846
491,4,-1,3.80414,6.6619167
492,4,-1,5.1026087,7.2377644
493,4,-1,4.1832323,7.049637
494,4,-1,3.5611582,6.6175146
495,4,-1,4.2281384,7.1925
496,4,-1,4.9003196,6.9181666
497,4,-1,5.059302,7.194601
498,1,-1,-0.26720914,7.2910485
499,4,-1,4.085129,7.037381
500,4,-1,3.9789956,6.53842
501,4,-1,3.7915907,6.90046
502,4,-1,3.8596761,6.937337
503,3,-1,8.9760065,-2.6170025
504,3,-1,8.677974,-2.8810594
505,3,-1,8.985152,-2.6078303
506,4,-1,4.383365,6.696882
507,4,-1,4.2335405,7.048472
508,4,-1,5.006909,7.3300247
509,4,-1,4.4353123,6.748395
510,4,-1,3.6484642,7.2552233
511,4,-1,4.0507245,6.76682
512,3,-1,8.822233,-3.0427096
513,3,-1,8.280208,-2.7256126
514,4,-1,3.5395188,6.963083
515,4,-1,3.8122008,6.6412725
516,4,-1,4.2517476,6.4932466
517,4,-1,3.7999709,6.4554486
518,0,-1,8.095663,12.077806
519,3,-1,8.684887,-3.303549
520,4,-1,3.4853625,6.6708636
521,0,-1,8.189806,12.11898
522,4,-1,4.114822,7.18447
523,4,-1,4.036514,6.444369
524,4,-1,4.7616444,7.0049763
525,4,-1,4.0794497,7.587072
526,4,-1,3.917088,7.0842075
527,4,-1,3.9837127,6.524842
528,4,-1,3.9459455,6.9450455
529,4,-1,4.200042,6.8522534
530,4,-1,3.8743587,6.838479
531,3,-1,8.617965,-3.3920884
532,4,-1,5.077073,7.251509
533,4,-1,3.649427,6.8004465
534,4,-1,4.1828537,6.519213
535,3,-1,9.217175,-2.4577365
536,4,-1,3.585417,6.5226164
537,0,-1,8.12142,12.123072
538,4,-1,4.282765,7.2663465
539,4,-1,4.810016,7.0507646
540,0,-1,8.120026,12.2875185
541,4,-1,5.073653,7.1437945
542,4,-1,3.9625196,6.975694
543,4,-1,3.7979283,6.9670353
544,4,-1,4.0261827,6.8326225
545,4,-1,4.2991643,6.653747
546,4,-1,4.463977,7.220341
547,4,-1,3.4878798,6.781187
548,4,-1,4.2598033,6.713742
549,0,-1,10.049396,8.702516
550,4,-1,4.0390716,6.3787184
551,4,-1,3.899155,6.573636
552,0,-1,8.20832,12.2022
553,4,-1,4.2207313,6.7419934
554,4,-1,4.369716,7.673222
555,4,-1,3.9221761,6.8714924
556,4,-1,3.5582247,6.6138515
557,4,-1,3.7022197,7.529037
558,4,-1,4.333177,6.8478503
559,4,-1,3.706575,6.5802355
560,4,-1,4.350079,7.0362825
561,4,-1,4.0647216,6.47755
562,4,-1,3.5320034,6.527267
563,4,-1,4.7817445,7.02153
564,4,-1,5.1082864,7.2255526
565,0,-1,8.090028,12.38842
566,1,-1,-0.157241,7.3216453
567,0,-1,6.8730607,10.07868
568,0,-1,5.9095235,10.586284
569,0,-1,6.3590856,10.130405
570,0,-1,5.6251965,10.136986
571,0,-1,5.8881288,10.155687
572,0,-1,6.4258175,10.432257
573,0,-1,6.4694085,10.195846
574,0,-1,7.156741,10.005771
575,0,-1,6.0838885,10.458327
576,0,-1,5.767436,10.228008
577,0,-1,6.9795904,9.907835
578,0,-1,5.906092,10.428605
579,0,-1,6.406401,10.408081
580,0,-1,5.8447037,9.960355
581,0,-1,8.147081,9.189402
582,0,-1,6.0515137,10.615395
583,0,-1,6.10675,10.03828
584,0,-1,7.0752983,9.691226
585,0,-1,6.116083,10.609456
586,0,-1,5.557091,10.121842
587,0,-1,6.7705054,9.930335
588,0,-1,6.7295446,10.259691
589,0,-1,6.7284417,10.344475
590,0,-1,5.8595877,10.545262
591,0,-1,6.670523,10.226893
592,0,-1,6.7438745,10.258093
593,0,-1,6.3720093,10.22891
594,0,-1,6.877067,10.359729
595,0,-1,6.2853456,10.624358
596,0,-1,6.206034,10.623629
597,0,-1,6.7331476,9.821035
598,0,-1,5.650934,10.293975
599,0,-1,6.1482477,10.33194
600,1,-1,8.137946,2.9466813
601,0,-1,6.0181746,10.493747
602,0,-1,5.9545736,10.622526
603,0,-1,6.1659384,10.261803
604,1,-1,8.510457,2.5508409
605,3,-1,9.098371,-0.23540941
606,4,-1,4.6228313,6.6035385
607,1,-1,-0.05664859,7.3363996
608,0,-1,7.5957775,9.982117
609,1,-1,0.20667279,7.498133
610,4,-1,3.6417649,7.4162254
611,0,-1,7.3203797,9.872984
612,0,-1,7.556342,10.00853
613,1,-1,0.17147884,7.4978895
614,1,-1,0.15205674,7.4728293
615,1,-1,0.1841888,7.5056963
616,0,-1,4.8137617,6.624395
617,1,-1,9.774316,2.7986124
618,3,-1,9.558091,-1.5283229
619,1,-1,0.18974565,7.4913898
620,4,-1,3.7542806,7.2854357
621,1,-1,0.2078245,7.4792747
622,4,-1,3.5917706,7.1493597
623,1,-1,0.10535208,7.4433036
624,1,-1,0.17694175,7.47871
