Cell_ID,KMeans_Cluster,DBSCAN_Cluster,UMAP1,UMAP2
625,0,-1,7.455669,9.756307
626,0,-1,7.403013,9.976572
627,1,-1,0.18312436,7.487864
628,1,-1,0.20091654,7.508367
629,0,-1,7.0610266,9.423689
630,0,-1,7.799114,10.332434
631,3,-1,8.594829,-0.80998886
632,1,-1,8.198414,2.004032
633,1,-1,9.186554,-0.52914596
634,3,-1,9.523206,-1.6821623
635,1,-1,8.054745,2.136216
636,3,-1,9.206043,-2.1612098
637,1,-1,-0.11277084,7.308567
638,3,-1,8.648719,-0.87828565
639,1,-1,8.162094,2.1214554
640,3,-1,8.615189,-1.1790943
641,1,-1,9.594295,1.0494775
642,3,-1,9.237045,-1.3549064
643,1,-1,-0.06078402,7.3328896
644,0,-1,7.2973413,10.077763
645,0,-1,6.368167,10.110356
646,0,-1,6.7452416,10.039
647,0,-1,6.4130416,9.926067
648,0,-1,6.084626,10.446635
649,0,-1,7.0003796,9.715497
650,0,-1,6.6229267,10.208713
651,0,-1,6.8719387,10.1308565
652,0,-1,6.102078,10.28346
653,0,-1,8.520347,7.3810434
654,3,-1,8.300743,-2.8449762
655,0,-1,8.214652,6.97576
656,0,-1,6.128728,10.20492
657,0,-1,6.0018134,10.465142
658,0,-1,8.663164,7.15238
659,3,-1,10.245402,-2.8554492
660,3,-1,10.189907,-2.56783
661,0,-1,9.958851,9.186507
662,0,-1,6.7192383,9.996915
663,0,-1,6.7982683,9.988148
664,4,-1,4.1606617,7.0429764
665,0,-1,6.197312,9.834922
666,0,-1,6.4400253,10.508988
667,0,-1,6.4696803,9.869853
668,0,-1,8.64699,7.1731715
669,0,-1,6.1403904,10.773658
670,0,-1,5.653628,10.116368
671,0,-1,6.7060323,10.109076
672,0,-1,6.6623406,9.895492
673,0,-1,6.3324876,10.434974
674,0,-1,5.701425,10.088736
675,0,-1,6.8290143,10.204098
676,0,-1,8.638619,7.144201
677,3,-1,10.186787,-2.5097034
678,0,-1,6.8306465,10.181325
679,0,-1,6.9172506,10.33446
680,0,-1,6.5073075,9.7468
681,0,-1,6.8573346,9.971088
682,0,-1,6.188047,10.341359
683,0,-1,6.2420135,10.548741
684,0,-1,7.0183735,10.100189
685,0,-1,6.9439507,9.75215
686,0,-1,6.869905,9.838909
687,0,-1,6.640209,9.987694
688,0,-1,6.125512,10.017062
689,0,-1,6.762272,9.888768
690,0,-1,6.7255,9.8068695
691,0,-1,8.506182,7.3228025
692,0,-1,8.714095,9.654785
693,0,-1,7.943333,9.137244
694,0,-1,6.914455,10.345752
695,0,-1,6.764144,10.080752
696,0,-1,8.207909,6.957877
697,0,-1,8.20111,6.970522
698,0,-1,8.179404,6.941003
699,0,-1,6.237056,10.479529
700,0,-1,8.286073,7.1524987
701,0,-1,6.5617776,10.563036
702,0,-1,6.6613073,10.467443
703,0,-1,8.651801,7.1468916
704,1,-1,8.53527,1.7666816
705,0,-1,6.4007487,9.985615
706,0,-1,8.487906,7.32775
707,0,-1,6.837901,9.875129
708,0,-1,6.8465548,10.00284
709,0,-1,8.197566,6.9505725
710,3,-1,9.627652,-0.3648117
711,3,-1,9.488751,-1.0333072
712,3,-1,9.616815,-0.81241864
713,3,-1,9.483001,-0.33888543
714,3,-1,9.376002,-0.71576333
715,3,-1,9.241148,-0.8650404
716,3,-1,9.707902,-0.73841774
717,3,-1,9.554531,-1.1494665
718,3,-1,9.739288,-0.8854385
719,3,-1,9.305225,-0.9226394
720,3,-1,8.567044,-1.1678205
721,3,-1,9.700156,-0.903563
722,3,-1,9.68818,-0.43617862
723,1,-1,0.017080968,7.387601
724,1,-1,-0.117568955,7.1980853
725,1,-1,0.30503303,7.492326
726,1,-1,0.11752896,7.4565105
727,3,-1,9.348475,-2.4024248
728,0,-1,8.758917,7.891806
729,1,-1,0.041983914,7.398406
730,3,-1,8.707315,-1.0277733
731,3,-1,9.715908,-1.0238543
732,1,-1,0.08449839,7.426603
733,1,-1,0.11586534,7.445026
734,4,-1,3.7593355,7.3346515
735,1,-1,-0.12418277,7.281765
736,4,-1,3.8064742,7.3041
737,3,-1,8.431842,-1.382043
738,4,-1,3.2385123,6.8257403
739,3,-1,9.690663,-0.3103466
740,0,-1,7.261196,9.916489
741,3,-1,8.621087,-1.2331276
742,1,-1,0.034593984,7.396748
743,0,-1,6.286397,10.473331
744,0,-1,6.3920407,9.746632
745,0,-1,6.465255,10.3009405
746,0,-1,7.0230794,9.844994
747,4,-1,3.8087926,7.587373
748,0,-1,6.6583056,9.885803
749,0,-1,6.8019423,10.201269
750,0,-1,5.5867257,10.263268
751,0,-1,6.385383,9.938343
752,0,-1,6.123783,10.630845
753,3,-1,9.6754,-0.94932956
754,0,-1,6.245341,10.324142
755,0,-1,5.8890066,10.029777
756,0,-1,6.115938,10.549339
757,0,-1,6.3672757,10.26649
758,0,-1,6.444168,10.206863
759,0,-1,6.0770483,10.39935
760,0,-1,5.6232247,10.140252
761,0,-1,6.4126525,10.58323
762,0,-1,6.6291966,10.457332
763,0,-1,6.263089,10.305528
764,0,-1,6.558956,10.344087
765,0,-1,6.5382314,10.536425
766,3,-1,4.6730676,6.520101
767,0,-1,6.0562897,10.318071
768,0,-1,5.742601,10.095281
769,0,-1,7.0650353,9.86425
770,0,-1,7.61194,9.954768
771,0,-1,5.586377,10.168783
772,0,-1,6.042052,10.746572
773,0,-1,6.2154517,10.622925
774,0,-1,6.4087477,10.243434
775,0,-1,5.951404,10.577529
776,0,-1,8.80331,7.964379
777,0,-1,6.441945,10.596307
778,0,-1,5.6963453,10.278813
779,0,-1,5.865798,10.501529
780,0,-1,6.5843844,10.173416
781,0,-1,5.820336,10.555136
782,0,-1,6.1430774,10.216037
783,0,-1,6.6190777,9.846011
784,0,-1,6.7104607,10.093195
785,0,-1,5.8994184,10.413105
786,0,-1,6.490124,10.540343
787,0,-1,5.96297,10.574582
788,0,-1,7.0384684,9.710648
789,0,-1,6.332586,10.57964
790,0,-1,5.553389,10.191792
791,0,-1,7.8967075,8.839953
792,0,-1,6.004067,10.582115
793,3,-1,9.060774,-0.88230723
794,0,-1,6.226783,10.238161
795,0,-1,5.963858,10.585678
796,0,-1,6.1261773,9.819846
797,0,-1,6.2458715,10.010626
798,0,-1,5.9561005,10.530961
799,0,-1,5.625783,10.240467
800,0,-1,6.0317163,10.57155
801,0,-1,6.4539137,9.567547
802,3,-1,10.655758,-0.19566527
803,3,-1,10.931028,-0.5201163
804,3,-1,8.888282,0.8616364
805,3,-1,9.779532,-0.06058397
806,3,-1,10.386334,-0.17853281
807,3,-1,10.951084,-0.28607482
808,3,-1,9.670332,0.043726802
809,3,-1,10.789483,-0.54613954
810,0,-1,8.332649,8.665403
811,3,-1,10.934833,-0.14512943
812,3,-1,10.4381075,0.14212576
813,3,-1,10.836757,-0.37389085
814,1,-1,9.235202,0.7628864
815,1,-1,9.504989,2.7215698
816,3,-1,10.890487,-0.6571143
817,1,-1,8.477821,2.6578295
818,1,-1,9.292269,2.4741418
819,1,-1,8.313311,2.1099243
820,3,-1,10.09373,-1.9285315
821,3,-1,9.210714,-0.2024186
822,3,-1,10.539674,0.18554907
823,1,-1,9.932705,0.4374322
824,3,-1,10.429671,0.15825245
825,3,-1,10.558329,-0.13251063
826,3,-1,9.093926,-0.27557766
827,3,-1,10.959769,-0.46777442
828,3,-1,11.030268,-0.39647165
829,1,-1,8.208166,3.4493306
830,3,-1,9.990025,0.035752397
831,3,-1,10.600735,-0.32322168
832,3,-1,9.145638,-2.4014444
833,3,-1,8.773741,-0.39743134
834,3,-1,10.819196,-0.3668441
835,3,-1,10.467368,-2.5465415
836,3,-1,10.029826,0.844791
837,3,-1,10.670056,-0.35020727
838,3,-1,10.677619,0.060574725
839,3,-1,10.099866,0.64415514
840,3,-1,10.577865,-0.20306045
841,3,-1,10.57803,-0.2998675
842,2,-1,8.7033415,-3.470646
843,3,-1,10.570685,-0.25951308
844,3,-1,10.30636,0.40592945
845,3,-1,10.951417,0.1950126
846,3,-1,10.66935,0.014335073
847,1,-1,8.680485,1.0625387
848,1,-1,8.714488,1.0818235
849,0,-1,8.133574,7.9586015
850,3,-1,10.634516,-0.19905876
851,1,-1,8.273125,3.4495308
852,3,-1,10.862648,-0.48587275
853,3,-1,10.912244,-0.6298472
854,1,-1,8.285023,3.4475434
855,1,-1,9.312201,1.5950717
856,3,-1,9.424667,1.8624028
857,3,-1,10.675815,0.018782955
858,1,-1,8.866052,2.753535
859,1,-1,9.044605,0.88235986
860,3,-1,10.420618,-0.51575196
861,1,-1,8.650904,2.9844294
862,3,-1,10.773035,-0.39752933
863,3,-1,10.737818,-0.61843383
864,1,-1,8.9720745,2.0795708
865,1,-1,9.3792515,0.58248794
866,3,-1,10.94242,-0.19710837
867,3,-1,10.974253,-0.49596426
868,3,-1,10.928832,0.40676636
869,3,-1,8.72374,0.75089973
870,3,-1,8.428695,3.3063812
871,3,-1,10.978959,-0.59898376
872,3,-1,10.653432,0.09798746
873,3,-1,10.933326,-0.55767775
874,3,-1,10.49345,0.1861313
875,3,-1,11.11294,0.07544451
876,1,-1,8.819774,0.76000744
877,3,-1,10.618314,-0.40828705
878,1,-1,9.203394,0.34806165
879,3,-1,10.966644,-0.38159892
880,0,-1,8.101286,12.329881
881,4,-1,3.8655143,6.5297055
882,1,-1,-0.060952913,7.353943
883,1,-1,-0.15922646,7.315968
884,4,-1,3.74686,7.410725
885,4,-1,3.3955092,7.227823
886,1,-1,-0.23038556,7.288438
887,1,-1,-0.14579372,7.291381
888,3,-1,9.885089,-0.48421153
889,1,-1,9.43361,2.6799011
890,1,-1,9.344367,2.5097232
891,1,-1,8.553531,1.6324813
892,3,-1,10.466822,0.73731524
893,3,-1,10.81628,0.6318488
894,3,-1,10.297604,0.74009424
895,1,-1,8.575408,1.7661872
896,3,-1,9.653251,-1.4812747
897,1,-1,8.3965645,3.2215934
898,3,-1,9.826308,-0.3304892
899,3,-1,9.8540535,0.08513097
900,1,-1,8.560517,2.0093486
901,1,-1,9.734382,2.671851
902,1,-1,9.4956,2.5478384
903,1,-1,8.558685,1.6727699
904,3,-1,9.622062,0.4650935
905,3,-1,10.810472,0.07834794
906,3,-1,9.415921,-1.7378526
907,1,-1,8.556328,2.0917785
908,3,-1,8.684369,3.297056
909,1,-1,10.154149,2.8992975
910,3,-1,10.7548275,0.382993
911,0,-1,8.768558,8.199232
912,3,-1,8.444841,3.2762933
913,1,-1,8.98009,1.9392815
914,3,-1,10.743204,-0.054495808
915,1,-1,8.497399,1.427308
916,3,-1,9.488709,0.64465
917,3,-1,10.531769,0.39548928
918,1,-1,8.4125595,2.0190148
919,1,-1,8.760994,1.2147053
920,3,-1,10.420467,0.08921285
921,1,-1,8.55725,1.2605034
922,3,-1,10.15694,2.6814115
923,1,-1,9.271921,1.6940795
924,3,-1,8.688563,3.298275
925,3,-1,10.598103,0.66135645
926,1,-1,9.612969,2.8075068
927,3,-1,10.688989,0.8080063
928,1,-1,8.775461,1.8422742
929,3,-1,10.692272,0.58075315
930,3,-1,9.881686,-0.36111233
931,1,-1,8.4499855,1.9723125
932,3,-1,10.024149,0.17696157
933,3,-1,10.611233,0.21528558
934,1,-1,7.9829183,3.2114635
935,3,-1,10.496375,0.8477902
936,3,-1,10.143235,0.21200646
937,1,-1,8.699996,1.8577913
938,3,-1,10.364362,0.034343593
939,1,-1,10.253414,2.9471138
940,1,-1,8.811948,1.9217652
941,1,-1,8.948006,1.9488745
942,3,-1,9.854316,0.36010107
943,1,-1,9.134281,2.375081
944,3,-1,8.940711,-0.2400831
945,3,-1,10.731737,0.4800463
946,1,-1,8.697933,1.9713823
947,1,-1,8.244844,3.480872
948,3,-1,10.04862,0.24685752
949,3,-1,10.727797,0.71630526
950,1,-1,8.951285,1.2778003
951,3,-1,10.954586,0.2669121
952,1,-1,9.674309,2.3088386
953,1,-1,8.933405,2.171594
954,3,-1,10.785206,0.45633146
955,1,-1,8.174147,2.0588417
956,3,-1,9.369247,0.07837148
957,1,-1,9.72159,2.4424243
958,1,-1,8.256365,2.2582948
959,3,-1,8.996625,-0.5849159
960,3,-1,9.90203,0.46716747
961,3,-1,9.944031,0.14685121
962,1,-1,7.865186,3.8538282
963,3,-1,10.170062,0.34816715
964,3,-1,10.089069,0.23762107
965,1,-1,8.869978,2.026945
966,1,-1,9.122337,0.59832215
967,3,-1,10.475339,0.84157413
968,3,-1,10.80891,0.10226958
969,3,-1,10.6319895,0.6077533
970,1,-1,8.744886,-0.013438178
971,3,-1,10.567185,0.35869807
972,1,-1,9.670138,2.6774576
973,1,-1,9.983728,0.7242031
974,1,-1,9.660919,2.6022136
975,3,-1,9.78984,0.007493796
976,3,-1,10.691026,0.22168964
977,3,-1,9.198574,-0.5298733
978,3,-1,9.488211,-0.13497837
979,1,-1,9.625616,1.1863707
980,3,-1,10.741468,0.06224021
981,3,-1,9.554074,0.49431086
982,3,-1,9.093429,-0.14148611
983,3,-1,10.021634,0.3377454
984,1,-1,8.060617,3.486139
985,3,-1,10.583912,0.09129888
986,1,-1,8.730367,2.8488007
987,3,-1,9.908307,-0.05856944
988,1,-1,8.917396,2.3442214
989,1,-1,8.612818,1.7304461
990,3,-1,10.514075,0.8012129
991,3,-1,10.705013,0.49261022
992,1,-1,8.642133,1.9321578
993,3,-1,8.669497,0.09736335
994,3,-1,10.546375,0.8037075
995,3,-1,10.775334,0.434467
996,1,-1,8.7020035,2.0572865
997,3,-1,10.3380575,0.7925423
998,1,-1,8.005801,3.382205
999,3,-1,10.340523,0.18944485
1000,1,-1,8.104302,2.191091
1001,3,-1,10.739338,0.20977047
1002,3,-1,10.335367,0.65274733
1003,3,-1,9.184394,-0.37072963
1004,1,-1,8.292528,1.9726036
1005,3,-1,9.981897,-0.053705323
1006,3,-1,8.894909,-0.6230813
1007,3,-1,9.210654,-0.27135378
1008,1,-1,8.168845,2.248811
1009,3,-1,10.815824,0.31086597
1010,3,-1,10.762268,0.36125767
1011,3,-1,10.5163145,0.49674708
1012,3,-1,10.688752,0.5387135
1013,3,-1,9.720204,0.790361
1014,3,-1,10.445379,0.68290275
1015,3,-1,10.656653,0.53843826
1016,3,-1,10.515157,0.9004827
1017,3,-1,10.717233,0.05033598
1018,3,-1,8.410385,3.3512673
1019,1,-1,7.864864,3.8588476
1020,1,-1,8.642674,1.7580559
1021,3,-1,10.730619,0.26812357
1022,1,-1,8.712499,1.8556064
1023,1,-1,8.906574,1.8283795
1024,1,-1,8.262066,3.3564856
1025,1,-1,8.781111,1.7957147
1026,1,-1,8.661411,1.7653223
1027,1,-1,8.635247,1.6529961
1028,3,-1,9.877669,0.17124876
1029,3,-1,8.923678,-0.31255174
1030,1,-1,8.393371,1.8763108
1031,3,-1,9.813831,0.2300669
1032,3,-1,9.857907,0.079685986
1033,1,-1,8.687038,1.8151826
1034,1,-1,9.3614435,2.4926732
1035,3,-1,8.826268,1.0057013
1036,1,-1,8.765996,2.8660617
1037,3,-1,10.381212,0.21629348
1038,1,-1,9.527416,2.6346586
1039,1,-1,9.178839,2.4683955
1040,3,-1,8.417232,3.3051522
1041,1,-1,7.9011946,3.8439236
1042,3,-1,8.442326,3.3471615
1043,1,-1,7.9734635,3.6935287
1044,1,-1,8.708958,0.029280083
1045,1,-1,8.26951,2.2542217
1046,1,-1,7.991384,3.6287825
1047,3,-1,10.336181,0.21687841
1048,3,-1,10.605097,0.717739
1049,1,-1,8.59532,1.9790201
1050,3,-1,10.060249,0.25273252
1051,3,-1,8.658466,3.323407
1052,1,-1,8.639766,2.2997248
1053,3,-1,10.739987,-0.044848643
1054,3,-1,10.285001,0.0101749925
1055,3,-1,10.446066,0.7212081
1056,3,-1,10.779595,0.039365035
1057,1,-1,8.937966,1.3857863
1058,1,-1,7.950213,3.7345037
1059,3,-1,10.824691,0.20987031
1060,3,-1,10.146893,0.52500486
1061,1,-1,7.9555,3.7087862
1062,1,-1,8.1362,3.5053573
1063,3,-1,11.08112,-0.16906999
1064,3,-1,8.380046,3.3405454
1065,3,-1,10.442327,0.8678434
1066,3,-1,10.238535,0.0105543975
1067,3,-1,8.880425,-0.06425015
1068,1,-1,9.493672,2.6790006
1069,3,-1,8.971058,-0.3090912
1070,1,-1,8.1336355,2.2869346
1071,3,-1,10.378428,0.77085596
1072,1,-1,8.7563925,2.1061609
1073,3,-1,8.301744,3.4372237
1074,1,-1,8.898056,1.3529512
1075,1,-1,9.28545,0.33811378
1076,3,-1,9.396898,-0.97462255
1077,1,-1,8.901254,1.3279434
1078,3,-1,10.24076,-0.16049346
1079,1,-1,9.349813,2.5487456
1080,3,-1,9.245987,-0.17854743
1081,1,-1,8.590296,1.9755895
1082,1,-1,8.893461,1.1636803
1083,1,-1,8.038787,3.5963764
1084,1,-1,8.422381,2.0135484
1085,3,-1,8.831908,-0.1966725
1086,3,-1,10.331528,0.056072813
1087,1,-1,8.158581,3.3691642
1088,3,-1,10.650932,0.3827641
1089,1,-1,8.750827,0.83703196
1090,1,-1,8.58317,2.186914
1091,1,-1,8.758892,1.2683619
1092,3,-1,10.636371,0.23870645
1093,3,-1,10.877229,0.0052970764
1094,3,-1,9.813012,0.04643718
1095,3,-1,9.598138,0.15137148
1096,3,-1,9.688614,-1.0427275
1097,3,-1,8.425867,3.3271835
1098,1,-1,9.468357,2.8500133
1099,3,-1,10.361188,0.48215622
1100,1,-1,8.619421,1.9302768
1101,3,-1,10.393038,0.17619
1102,3,-1,10.4058075,0.8057644
1103,1,-1,8.006836,3.5411537
1104,3,-1,9.80817,0.55571204
1105,3,-1,8.9061985,-1.6940223
1106,3,-1,8.786987,-2.494331
1107,3,-1,9.07215,-1.9896833
1108,3,-1,8.652496,-0.8015898
1109,3,-1,9.0992365,-2.0314023
1110,3,-1,9.635427,1.0275626
1111,3,-1,9.831102,0.31997687
1112,3,-1,10.181409,0.50323933
1113,3,-1,9.900396,0.8825533
1114,3,-1,9.057553,-1.2929983
1115,3,-1,8.992333,-0.55839247
1116,3,-1,9.215504,1.0160518
1117,3,-1,8.747463,-2.0535963
1118,3,-1,8.661669,-3.58654
1119,3,-1,8.389208,-1.0962471
1120,3,-1,9.037185,-1.9979339
1121,3,-1,8.560539,-2.0817811
1122,3,-1,9.068121,-2.5864224
1123,3,-1,8.573877,-1.7665354
1124,3,-1,9.432724,-1.9808971
1125,3,-1,8.653138,0.06278506
1126,3,-1,9.323567,-0.36506453
1127,3,-1,8.436107,-2.0630352
1128,3,-1,9.916024,-2.1840856
1129,3,-1,8.633701,-2.108036
1130,3,-1,8.782959,-1.2205801
1131,3,-1,8.737823,-2.2218087
1132,1,-1,9.629672,1.0138199
1133,3,-1,7.0513983,6.924961
1134,3,-1,9.676941,1.0535588
1135,0,-1,8.154319,7.03452
1136,3,-1,8.325485,-1.4221972
1137,3,-1,8.700473,-0.14795859
1138,3,-1,9.576188,0.17448312
1139,3,-1,8.503628,-2.1931982
1140,3,-1,9.181644,-2.1295614
1141,3,-1,9.425544,1.0288242
1142,3,-1,10.255288,-0.21003968
1143,3,-1,8.762081,-2.398577
1144,3,-1,10.216959,-0.19003853
1145,3,-1,8.922439,-0.39595628
1146,3,-1,8.463342,-2.3508437
1147,3,-1,9.666103,1.0794406
1148,3,-1,8.614085,-1.9162744
1149,3,-1,10.136923,0.58634895
1150,3,-1,8.413882,-1.8445817
1151,3,-1,8.679816,-0.7083107
1152,3,-1,9.079854,-1.2466773
1153,3,-1,8.79798,0.5459863
1154,3,-1,9.8078985,0.36302996
1155,3,-1,8.899766,-3.0329766
1156,0,-1,8.180601,7.966668
1157,3,-1,8.898711,-2.485046
1158,3,-1,9.833244,0.2928256
1159,3,-1,8.647865,-2.2163928
1160,3,-1,8.843482,-2.1021404
1161,3,-1,8.629691,-1.1792992
1162,3,-1,9.394642,-2.9337075
1163,3,-1,8.501596,-1.9345725
1164,3,-1,10.200292,0.18821834
1165,3,-1,8.762064,0.4061803
1166,1,-1,8.573288,0.96439135
1167,3,-1,9.704764,0.46648204
1168,3,-1,9.580224,-2.9488497
1169,3,-1,8.681429,-2.1507173
1170,1,-1,8.639066,1.2343292
1171,3,-1,8.958361,-2.9141383
1172,3,-1,10.073218,0.8266148
1173,3,-1,8.546399,-2.0734835
1174,3,-1,8.75191,-2.107759
1175,1,-1,9.827658,3.105756
1176,3,-1,8.598799,-2.3260753
1177,1,-1,8.23485,3.4764104
1178,3,-1,8.704849,-0.7358249
1179,3,-1,8.92537,-0.8856302
1180,3,-1,9.266558,-1.5451293
1181,0,-1,9.138255,7.9317555
1182,3,-1,8.797511,0.8055936
1183,3,-1,9.185758,-0.9990037
1184,3,-1,8.989897,-2.9180238
1185,3,-1,10.066753,0.28248626
1186,3,-1,9.653956,0.27579772
1187,3,-1,9.238376,-1.5270528
1188,3,-1,8.637776,-1.2278734
1189,3,-1,9.4548025,-1.7610776
1190,3,-1,8.61529,-2.029424
1191,3,-1,8.625075,-2.2028131
1192,3,-1,8.701988,-0.6648465
1193,3,-1,8.513829,-2.5516207
1194,3,-1,8.870161,-1.9964257
1195,3,-1,8.784986,0.12435589
1196,3,-1,8.746468,0.74146813
1197,3,-1,9.394114,-2.907884
1198,3,-1,9.480253,-1.1372527
1199,3,-1,9.353822,-0.049442112
1200,3,-1,9.54555,-0.16215023
1201,3,-1,9.635809,-2.865527
1202,3,-1,10.134054,0.31819972
1203,3,-1,9.571836,-1.6088916
1204,3,-1,9.550399,-2.6515844
1205,3,-1,9.660493,1.0268501
1206,3,-1,8.715165,-2.2737317
1207,3,-1,10.453038,-0.09220631
1208,3,-1,8.875693,-0.9722858
1209,1,-1,8.66388,1.1706489
1210,3,-1,9.079388,-2.4966626
1211,3,-1,9.257281,0.11497902
1212,3,-1,10.314547,-2.644034
1213,1,-1,8.798954,0.92040586
1214,1,-1,9.606815,2.3656743
1215,3,-1,10.263825,0.39854908
1216,1,-1,9.995777,3.1506934
1217,3,-1,10.512489,0.5111157
1218,1,-1,8.875813,1.7309053
1219,3,-1,10.075229,-2.12147
1220,3,-1,10.26329,-2.3228617
1221,0,-1,9.70156,7.883662
1222,1,-1,9.442557,2.3848457
1223,3,-1,8.897433,-0.30848745
1224,1,-1,8.172563,2.7466946
